,Ship Mode,Segment,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Cost Price
6316,Standard Class,Corporate,Jackson,Michigan,Central,Office Supplies,Paper,144.12,3,0.0,69.1776,24.980800000000002
6317,Standard Class,Corporate,Jackson,Michigan,Central,Office Supplies,Paper,15.96,2,0.0,7.98,3.99
6318,Second Class,Corporate,Laguna Niguel,California,West,Technology,Phones,39.96,5,0.2,3.4965,8.751240000000001
6319,Second Class,Corporate,Laguna Niguel,California,West,Office Supplies,Paper,34.08,6,0.0,15.335999999999999,3.124
6320,Standard Class,Corporate,Jacksonville,Florida,South,Office Supplies,Paper,10.368,2,0.2,3.6288,4.04352
6321,Standard Class,Corporate,Mount Vernon,New York,East,Office Supplies,Binders,7.752000000000001,3,0.2,2.8101,1.97676
6322,Second Class,Home Office,Midland,Michigan,Central,Office Supplies,Envelopes,15.28,2,0.0,7.4872,3.8964
6323,Standard Class,Consumer,Newark,Delaware,East,Technology,Machines,65.97,3,0.0,31.0059,11.6547
6324,Standard Class,Corporate,San Francisco,California,West,Office Supplies,Paper,33.4,5,0.0,16.032,3.4736
6325,Standard Class,Corporate,San Francisco,California,West,Office Supplies,Envelopes,210.84,4,0.0,103.3116,26.8821
6326,Standard Class,Consumer,Westland,Michigan,Central,Office Supplies,Storage,13.98,1,0.0,4.0542,9.9258
6327,Standard Class,Consumer,Westland,Michigan,Central,Furniture,Furnishings,272.94,3,0.0,30.0234,80.9722
6328,Standard Class,Consumer,Westland,Michigan,Central,Office Supplies,Binders,19.05,5,0.0,8.9535,2.0193000000000003
6329,Standard Class,Consumer,Westland,Michigan,Central,Office Supplies,Appliances,247.71599999999998,4,0.1,93.5816,42.386959999999995
6330,Standard Class,Consumer,Westland,Michigan,Central,Office Supplies,Storage,66.58,2,0.0,15.9792,25.3004
6331,Standard Class,Consumer,Westland,Michigan,Central,Office Supplies,Art,43.92,3,0.0,12.7368,10.3944
6332,Standard Class,Consumer,Westland,Michigan,Central,Furniture,Furnishings,14.73,3,0.0,4.8609,3.2897
6333,Standard Class,Consumer,Westland,Michigan,Central,Office Supplies,Binders,29.7,5,0.0,13.365,3.2670000000000003
6334,Standard Class,Consumer,New York City,New York,East,Office Supplies,Paper,49.12,4,0.0,23.0864,6.508399999999999
6335,Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,18.28,5,0.2,6.398,2.8516800000000004
6336,Standard Class,Consumer,Los Angeles,California,West,Furniture,Furnishings,47.04,4,0.0,15.9936,7.7616
6337,Standard Class,Consumer,Los Angeles,California,West,Technology,Phones,339.96,5,0.2,42.495,71.3916
6338,Standard Class,Corporate,New York City,New York,East,Technology,Phones,87.8,4,0.0,43.9,10.975
6339,Standard Class,Corporate,New York City,New York,East,Furniture,Chairs,221.382,2,0.1,2.4598,120.40721
6340,Standard Class,Corporate,New York City,New York,East,Technology,Machines,5199.96,4,0.0,1351.9896,961.9926
6341,First Class,Consumer,Lancaster,Ohio,East,Office Supplies,Storage,156.512,4,0.2,-35.2152,57.51816
6342,First Class,Home Office,Newark,Delaware,East,Technology,Accessories,119.85,3,0.0,52.733999999999995,22.372
6343,First Class,Home Office,Newark,Delaware,East,Office Supplies,Binders,30.44,2,0.0,14.9156,7.762200000000001
6344,First Class,Home Office,Newark,Delaware,East,Office Supplies,Binders,69.28,2,0.0,33.2544,18.012800000000002
6345,First Class,Home Office,Newark,Delaware,East,Technology,Phones,587.97,3,0.0,170.5113,139.15290000000002
6346,Same Day,Home Office,New York City,New York,East,Office Supplies,Labels,24.55,5,0.0,12.0295,2.5041
6347,Standard Class,Consumer,San Francisco,California,West,Office Supplies,Binders,12.175999999999998,1,0.2,4.4138,9.314639999999997
6348,Standard Class,Consumer,San Francisco,California,West,Office Supplies,Storage,37.32,3,0.0,10.4496,8.9568
6349,Standard Class,Consumer,San Francisco,California,West,Office Supplies,Supplies,35.06,2,0.0,10.517999999999999,12.271
6350,Standard Class,Consumer,Dallas,Texas,Central,Furniture,Furnishings,108.4,5,0.6,-105.69,68.5088
6351,Standard Class,Corporate,Miami,Florida,South,Technology,Phones,361.376,2,0.2,27.1032,200.56367999999998
6352,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,2.412,1,0.7,-2.01,7.517399999999999
6353,Standard Class,Corporate,New York City,New York,East,Office Supplies,Appliances,8.39,1,0.0,2.0975,6.2925
6354,Standard Class,Corporate,New York City,New York,East,Technology,Phones,337.98,2,0.0,101.39399999999999,118.293
6355,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Storage,83.92,5,0.2,-13.637,23.413680000000003
6356,Standard Class,Corporate,Seattle,Washington,West,Office Supplies,Binders,19.68,5,0.2,6.888,3.0700799999999995
6357,Standard Class,Corporate,Seattle,Washington,West,Office Supplies,Paper,25.92,4,0.0,12.4416,3.3696000000000006
6358,Standard Class,Corporate,Seattle,Washington,West,Office Supplies,Paper,6.48,1,0.0,3.1104,3.3696000000000006
6359,Standard Class,Corporate,Seattle,Washington,West,Technology,Phones,86.352,6,0.2,8.6352,15.543360000000002
6360,Standard Class,Home Office,Los Angeles,California,West,Office Supplies,Art,56.3,2,0.0,15.764000000000001,20.267999999999997
6361,Standard Class,Consumer,Springfield,Oregon,West,Office Supplies,Art,51.016000000000005,7,0.2,8.2901,7.324440000000001
6362,Standard Class,Consumer,Renton,Washington,West,Office Supplies,Binders,150.8,5,0.2,56.55,22.62
6363,Standard Class,Consumer,Renton,Washington,West,Technology,Machines,1039.992,1,0.2,103.9992,1123.19136
6364,Standard Class,Consumer,Renton,Washington,West,Office Supplies,Paper,51.84,8,0.0,24.8832,3.3696000000000006
6365,First Class,Home Office,New York City,New York,East,Technology,Phones,41.22,1,0.0,11.1294,30.0906
6366,First Class,Home Office,New York City,New York,East,Office Supplies,Supplies,240.37,1,0.0,7.2111,233.15890000000002
6367,First Class,Home Office,New York City,New York,East,Technology,Phones,119.02,2,0.0,33.3256,42.8472
6368,Standard Class,Consumer,San Jose,California,West,Office Supplies,Binders,133.12,5,0.2,49.92,19.968
6369,Standard Class,Corporate,Grand Prairie,Texas,Central,Furniture,Furnishings,38.08,5,0.6,-29.511999999999997,21.629440000000002
6370,Same Day,Home Office,New York City,New York,East,Furniture,Bookcases,113.568,2,0.2,12.7764,60.474959999999996
6371,Second Class,Home Office,New York City,New York,East,Furniture,Furnishings,83.92,4,0.0,21.8192,15.525200000000002
6372,Second Class,Home Office,New York City,New York,East,Office Supplies,Art,6.63,3,0.0,3.1161,1.1713
6373,Second Class,Home Office,New York City,New York,East,Technology,Accessories,371.97,3,0.0,66.9546,101.6718
6374,Standard Class,Corporate,Memphis,Tennessee,South,Furniture,Chairs,561.5840000000001,2,0.2,70.19800000000001,294.83160000000004
6375,Standard Class,Corporate,Memphis,Tennessee,South,Office Supplies,Storage,99.92,5,0.2,-1.249,24.280559999999998
6376,First Class,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Labels,4.928,2,0.2,1.7248,1.9219199999999999
6377,Standard Class,Consumer,Los Angeles,California,West,Furniture,Furnishings,14.76,2,0.0,4.2804,5.2398
6378,Standard Class,Home Office,Waterbury,Connecticut,East,Technology,Accessories,99.99,1,0.0,41.9958,57.99419999999999
6379,Standard Class,Home Office,Waterbury,Connecticut,East,Office Supplies,Storage,286.15,5,0.0,71.5375,42.9225
6380,Standard Class,Home Office,Chandler,Arizona,West,Office Supplies,Fasteners,49.792,8,0.2,-11.8256,9.24264
6381,Standard Class,Consumer,Springfield,Ohio,East,Furniture,Bookcases,299.975,5,0.5,-167.986,140.38830000000002
6382,Standard Class,Consumer,Springfield,Ohio,East,Technology,Phones,158.376,4,0.4,-36.9544,68.36564
6383,First Class,Consumer,Austin,Texas,Central,Office Supplies,Binders,32.784,4,0.8,-52.4544,38.35728
6384,First Class,Consumer,Austin,Texas,Central,Technology,Accessories,47.983999999999995,2,0.2,14.3952,20.153279999999995
6385,First Class,Consumer,Austin,Texas,Central,Technology,Accessories,62.592,8,0.2,13.3008,7.393679999999999
6386,First Class,Consumer,Austin,Texas,Central,Office Supplies,Binders,4.276,1,0.8,-6.6278,19.62684
6387,Standard Class,Consumer,Detroit,Michigan,Central,Office Supplies,Paper,10.56,2,0.0,4.752,2.9040000000000004
6388,Standard Class,Consumer,Detroit,Michigan,Central,Office Supplies,Storage,229.94,2,0.0,6.8982,111.5209
6389,Standard Class,Corporate,Springfield,Virginia,South,Office Supplies,Envelopes,311.15,5,0.0,146.2405,32.981899999999996
6390,Standard Class,Corporate,Springfield,Virginia,South,Office Supplies,Paper,12.96,2,0.0,6.3504,3.3048000000000006
6391,Standard Class,Consumer,New York City,New York,East,Office Supplies,Paper,14.62,2,0.0,6.7252,3.9473999999999996
6392,Standard Class,Consumer,New York City,New York,East,Office Supplies,Labels,5.76,2,0.0,2.8224,1.4687999999999999
6393,Standard Class,Consumer,New York City,New York,East,Office Supplies,Fasteners,21.48,6,0.0,10.5252,1.8258
6394,Standard Class,Consumer,New York City,New York,East,Furniture,Furnishings,396.92,4,0.0,198.46,49.615
6395,Standard Class,Consumer,New York City,New York,East,Office Supplies,Storage,17.15,1,0.0,4.6305,12.519499999999999
6396,Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,23.12,2,0.2,7.803,9.190199999999999
6397,Standard Class,Home Office,Dallas,Texas,Central,Office Supplies,Art,5.247999999999999,2,0.2,0.5904,2.7945599999999997
6398,Standard Class,Home Office,Concord,New Hampshire,East,Technology,Phones,824.95,5,0.0,247.485,115.49300000000001
6399,Standard Class,Home Office,Concord,New Hampshire,East,Office Supplies,Labels,24.64,8,0.0,11.8272,1.6016000000000001
6400,Standard Class,Home Office,Concord,New Hampshire,East,Office Supplies,Art,227.88,6,0.0,68.36399999999999,26.586000000000002
6401,First Class,Consumer,Lafayette,Louisiana,South,Furniture,Bookcases,241.96,2,0.0,33.8744,104.0428
6402,First Class,Consumer,Lafayette,Louisiana,South,Office Supplies,Binders,3.89,1,0.0,1.8672,2.0228
6403,First Class,Consumer,Lafayette,Louisiana,South,Furniture,Furnishings,8.01,3,0.0,3.0438,1.6554
6404,Standard Class,Consumer,Raleigh,North Carolina,South,Technology,Phones,177.48,3,0.2,19.9665,63.005399999999995
6405,Second Class,Corporate,Spokane,Washington,West,Furniture,Chairs,569.568,2,0.2,7.1196,337.46904
6406,Second Class,Corporate,Spokane,Washington,West,Office Supplies,Storage,149.73,7,0.0,43.4217,15.186899999999998
6407,First Class,Consumer,Houston,Texas,Central,Furniture,Chairs,899.43,5,0.3,-12.849,237.19254
6408,First Class,Consumer,Houston,Texas,Central,Office Supplies,Art,46.2,5,0.2,5.775,9.702
6409,First Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,47.952,3,0.2,16.1838,12.707279999999999
6410,First Class,Consumer,Houston,Texas,Central,Technology,Phones,7.992000000000001,1,0.2,0.6993,8.751240000000001
6411,First Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,76.86399999999999,2,0.2,26.9024,29.97695999999999
6412,Standard Class,Home Office,Louisville,Kentucky,South,Office Supplies,Binders,102.93,3,0.0,48.3771,18.184300000000004
6413,Standard Class,Home Office,Louisville,Kentucky,South,Technology,Accessories,98.16,6,0.0,9.816,14.723999999999998
6414,Second Class,Home Office,Hollywood,Florida,South,Office Supplies,Binders,11.52,5,0.7,-7.68,6.528
6415,Same Day,Corporate,Chandler,Arizona,West,Office Supplies,Paper,83.88,1,0.2,29.358,65.42639999999999
6416,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,108.57600000000001,4,0.4,-25.3344,46.86864
6417,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Fasteners,5.984,2,0.2,-1.3464,4.3982399999999995
6418,Standard Class,Corporate,Tulsa,Oklahoma,Central,Office Supplies,Supplies,21.96,2,0.0,6.1488,7.905600000000001
6419,Standard Class,Corporate,Tulsa,Oklahoma,Central,Furniture,Chairs,368.97,3,0.0,81.1734,95.93220000000001
6420,Standard Class,Corporate,Tulsa,Oklahoma,Central,Office Supplies,Art,12.39,3,0.0,3.4692,2.9736
6421,Standard Class,Corporate,Tulsa,Oklahoma,Central,Office Supplies,Storage,332.94,3,0.0,9.9882,107.6506
6422,Standard Class,Corporate,Draper,Utah,West,Technology,Accessories,111.93,7,0.0,34.6983,11.033100000000001
6423,First Class,Home Office,Oakland,California,West,Furniture,Chairs,454.272,8,0.2,-73.8192,79.21368
6424,Standard Class,Consumer,Lawrence,Massachusetts,East,Office Supplies,Paper,19.44,3,0.0,9.3312,3.3696
6425,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Copiers,8399.976,4,0.4,1119.9968,2547.99272
6426,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,6.294,1,0.7,-4.196000000000001,17.833
6427,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Paper,10.368,2,0.2,3.6288,4.04352
6428,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,122.382,3,0.4,-24.4764,68.53392
6429,Standard Class,Consumer,Jacksonville,North Carolina,South,Office Supplies,Storage,25.984,2,0.2,-1.624,16.564799999999998
6430,Standard Class,Consumer,Jacksonville,North Carolina,South,Furniture,Tables,945.0360000000001,6,0.4,-299.2614,290.33606
6431,Standard Class,Consumer,Jacksonville,North Carolina,South,Office Supplies,Binders,14.300999999999998,7,0.7,-10.4874,6.020039999999999
6432,Standard Class,Consumer,Jacksonville,North Carolina,South,Furniture,Furnishings,410.352,3,0.2,-51.294,184.65839999999997
6433,Standard Class,Corporate,Chicago,Illinois,Central,Office Supplies,Paper,23.52,5,0.2,8.526,3.59856
6434,Standard Class,Corporate,Chicago,Illinois,Central,Technology,Phones,180.96,5,0.2,13.572000000000001,40.173120000000004
6435,First Class,Consumer,Pocatello,Idaho,West,Furniture,Furnishings,35.0,4,0.0,14.7,5.075
6436,First Class,Consumer,Pocatello,Idaho,West,Office Supplies,Storage,477.15,5,0.0,28.629,89.70419999999999
6437,First Class,Consumer,Pocatello,Idaho,West,Technology,Phones,302.376,3,0.2,22.6782,111.87911999999999
6438,Standard Class,Consumer,Plano,Texas,Central,Furniture,Tables,974.988,4,0.3,-97.4988,348.55821000000003
6439,First Class,Consumer,New York City,New York,East,Furniture,Chairs,589.41,5,0.1,-6.5489999999999995,131.11097999999998
6440,Standard Class,Corporate,New York City,New York,East,Office Supplies,Art,34.7,5,0.0,12.492,4.4416
6441,Standard Class,Corporate,New York City,New York,East,Office Supplies,Storage,99.87,3,0.0,23.9688,25.3004
6442,Standard Class,Corporate,New York City,New York,East,Office Supplies,Paper,37.94,2,0.0,18.2112,9.864399999999998
6443,Standard Class,Corporate,New York City,New York,East,Office Supplies,Labels,24.9,5,0.0,11.454,2.6891999999999996
6444,Standard Class,Corporate,New York City,New York,East,Furniture,Furnishings,82.26,3,0.0,33.7266,16.1778
6445,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Fasteners,7.104,6,0.2,2.4864,0.9235199999999999
6446,Second Class,Home Office,Houston,Texas,Central,Furniture,Furnishings,103.5,5,0.6,-77.625,57.96000000000001
6447,Second Class,Home Office,Houston,Texas,Central,Office Supplies,Labels,2.464,1,0.2,0.8624,1.9219199999999999
6448,Second Class,Home Office,Houston,Texas,Central,Office Supplies,Storage,8.72,1,0.2,0.654,9.6792
6449,Standard Class,Consumer,Meriden,Connecticut,East,Office Supplies,Binders,10.76,2,0.0,5.1648,2.7976
6450,Standard Class,Consumer,Meriden,Connecticut,East,Office Supplies,Paper,45.68,2,0.0,21.0128,12.3336
6451,Standard Class,Consumer,Meriden,Connecticut,East,Office Supplies,Art,6.7,1,0.0,2.211,4.489000000000001
6452,Second Class,Consumer,Glenview,Illinois,Central,Technology,Phones,158.376,3,0.2,13.8579,57.80723999999999
6453,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Art,3.44,2,0.2,0.5589999999999999,1.7286000000000001
6454,First Class,Consumer,San Francisco,California,West,Office Supplies,Storage,56.56,2,0.0,15.2712,20.6444
6455,First Class,Consumer,San Francisco,California,West,Furniture,Furnishings,36.96,7,0.0,11.4576,3.6432
6456,Standard Class,Corporate,New York City,New York,East,Technology,Phones,135.99,1,0.0,36.7173,99.27270000000001
6457,Standard Class,Corporate,New York City,New York,East,Office Supplies,Art,15.96,7,0.0,7.0224,1.2768
6458,First Class,Corporate,Baltimore,Maryland,East,Office Supplies,Art,3.76,2,0.0,1.0904,1.3348
6459,First Class,Corporate,Baltimore,Maryland,East,Office Supplies,Art,14.7,5,0.0,6.615,1.6169999999999998
6460,First Class,Corporate,Baltimore,Maryland,East,Office Supplies,Art,37.2,5,0.0,9.3,5.58
6461,First Class,Corporate,Baltimore,Maryland,East,Technology,Accessories,89.97,3,0.0,18.8937,23.6921
6462,First Class,Corporate,Baltimore,Maryland,East,Furniture,Chairs,261.96,2,0.0,23.5764,119.19179999999999
6463,First Class,Corporate,Baltimore,Maryland,East,Office Supplies,Labels,74.0,5,0.0,37.0,7.4
6464,Standard Class,Home Office,Louisville,Kentucky,South,Furniture,Furnishings,13.28,2,0.0,6.3744,3.4528
6465,Standard Class,Consumer,Lebanon,Tennessee,South,Office Supplies,Storage,84.96,6,0.2,6.372000000000001,15.717599999999997
6466,Second Class,Consumer,Los Angeles,California,West,Technology,Accessories,68.46,7,0.0,25.3302,6.161399999999999
6467,Standard Class,Home Office,Providence,Rhode Island,East,Office Supplies,Storage,2079.4,5,0.0,582.232,299.4336
6468,Standard Class,Home Office,Providence,Rhode Island,East,Technology,Phones,629.95,5,0.0,176.386,90.71280000000002
6469,Standard Class,Home Office,Providence,Rhode Island,East,Furniture,Furnishings,72.42,6,0.0,23.8986,8.0869
6470,Standard Class,Home Office,Detroit,Michigan,Central,Technology,Phones,131.98,2,0.0,35.6346,48.17269999999999
6471,Standard Class,Home Office,Detroit,Michigan,Central,Technology,Accessories,114.52,7,0.0,11.452,14.724
6472,Standard Class,Home Office,Houston,Texas,Central,Office Supplies,Labels,100.24,10,0.2,33.830999999999996,7.969079999999999
6473,Second Class,Consumer,Columbia,Tennessee,South,Office Supplies,Appliances,871.8,3,0.2,87.18,313.84799999999996
6474,First Class,Corporate,Philadelphia,Pennsylvania,East,Furniture,Bookcases,61.96,4,0.5,-53.2856,43.2171
6475,Standard Class,Consumer,Pembroke Pines,Florida,South,Office Supplies,Binders,4.553999999999999,3,0.7,-3.4914,4.559059999999999
